Seconds_Elapsed,Year
513.0,2019.0
2421.0,2017.0
3042.0,2020.0
1942.0,2015.0
3598.0,2021.0
1280.0,2010.0
3091.0,2007.0
235.0,2021.0
1974.0,2009.0
113.0,2015.0
180.0,2018.0
258.0,2011.0
1967.0,2014.0
2581.0,2008.0
842.0,2013.0
3059.0,2015.0
588.0,2019.0
2949.0,2012.0
1863.0,2010.0
110.0,2008.0
2916.0,2017.0
627.0,2015.0
1607.0,2016.0
2971.0,2020.0
3412.0,2012.0
3507.0,2012.0
36.0,2008.0
2886.0,2007.0
2908.0,2011.0
1730.0,2019.0
1517.0,2016.0
962.0,2013.0
351.0,2018.0
1224.0,2013.0
867.0,2013.0
347.0,2015.0
1515.0,2019.0
2646.0,2016.0
687.0,2009.0
3138.0,2010.0
907.0,2016.0
3457.0,2012.0
539.0,2019.0
587.0,2009.0
1707.0,2017.0
1729.0,2017.0
3500.0,2019.0
846.0,2008.0
1725.0,2007.0
739.0,2007.0
3535.0,2014.0
1209.0,2018.0
2435.0,2011.0
1497.0,2007.0
1531.0,2017.0
2746.0,2017.0
2217.0,2008.0
776.0,2017.0
3046.0,2017.0
638.0,2010.0
1836.0,2019.0
1712.0,2013.0
1607.0,2020.0
784.0,2009.0
322.0,2016.0
1050.0,2011.0
1422.0,2018.0
2789.0,2021.0
2676.0,2007.0
3164.0,2014.0
3118.0,2017.0
1495.0,2017.0
3513.0,2010.0
1579.0,2021.0
1132.0,2016.0
1300.0,2012.0
2112.0,2014.0
2300.0,2018.0
1514.0,2021.0
2225.0,2020.0
1436.0,2017.0
2864.0,2015.0
1438.0,2013.0
3163.0,2011.0
1886.0,2014.0
3515.0,2017.0
1762.0,2021.0
3354.0,2008.0
3555.0,2018.0
2451.0,2007.0
3559.0,2021.0
1839.0,2014.0
416.0,2012.0
1540.0,2013.0
3336.0,2008.0
3564.0,2019.0
2253.0,2018.0
371.0,2018.0
1881.0,2010.0
2090.0,2011.0
3216.0,2021.0
3424.0,2019.0
379.0,2017.0
1946.0,2011.0
3557.0,2011.0
654.0,2015.0
368.0,2020.0
3039.0,2018.0
2328.0,2008.0
523.0,2016.0
759.0,2015.0
2062.0,2009.0
3051.0,2016.0
2602.0,2019.0
2881.0,2011.0
2901.0,2020.0
2643.0,2010.0
3507.0,2018.0
1261.0,2007.0
1642.0,2018.0
1944.0,2007.0
949.0,2007.0
1948.0,2021.0
1971.0,2017.0
457.0,2008.0
2546.0,2008.0
1768.0,2017.0
3234.0,2011.0
1642.0,2007.0
1636.0,2013.0
3554.0,2019.0
942.0,2019.0
3192.0,2019.0
1297.0,2019.0
2724.0,2017.0
1578.0,2021.0
2310.0,2021.0
2713.0,2009.0
2135.0,2021.0
821.0,2016.0
861.0,2021.0
58.0,2012.0
1619.0,2018.0
1516.0,2016.0
3290.0,2014.0
1941.0,2020.0
1884.0,2009.0
2818.0,2018.0
1980.0,2007.0
1498.0,2018.0
3574.0,2017.0
3376.0,2007.0
2989.0,2015.0
2164.0,2009.0
1033.0,2021.0
930.0,2010.0
3540.0,2010.0
2941.0,2019.0
1009.0,2015.0
2739.0,2015.0
1110.0,2016.0
1945.0,2010.0
2902.0,2011.0
140.0,2018.0
2743.0,2012.0
1151.0,2017.0
1588.0,2020.0
2852.0,2014.0
1424.0,2011.0
1266.0,2014.0
1498.0,2010.0
2504.0,2018.0
2528.0,2016.0
1660.0,2018.0
3319.0,2011.0
2837.0,2008.0
3449.0,2020.0
1150.0,2018.0
529.0,2014.0
2491.0,2018.0
17.0,2011.0
954.0,2016.0
73.0,2021.0
1952.0,2015.0
2561.0,2010.0
2340.0,2010.0
2899.0,2019.0
3565.0,2010.0
73.0,2019.0
383.0,2020.0
563.0,2008.0
757.0,2008.0
2821.0,2008.0
2453.0,2019.0
193.0,2021.0
3278.0,2010.0
2368.0,2017.0
1190.0,2014.0
2900.0,2008.0
3481.0,2018.0
414.0,2021.0
1572.0,2018.0
1937.0,2009.0
2659.0,2009.0
550.0,2018.0
3423.0,2018.0
1365.0,2015.0
3268.0,2019.0
834.0,2014.0
1358.0,2011.0
2214.0,2020.0
1724.0,2020.0
1047.0,2011.0
1867.0,2011.0
1632.0,2011.0
1015.0,2021.0
2642.0,2012.0
3190.0,2019.0
2956.0,2016.0
57.0,2013.0
595.0,2014.0
1698.0,2017.0
2984.0,2019.0
3487.0,2014.0
917.0,2007.0
3454.0,2013.0
3579.0,2008.0
207.0,2007.0
3563.0,2014.0
2045.0,2012.0
3538.0,2019.0
3043.0,2015.0
1790.0,2007.0
483.0,2018.0
707.0,2013.0
1353.0,2019.0
1336.0,2016.0
975.0,2016.0
1196.0,2019.0
2499.0,2021.0
1785.0,2016.0
2993.0,2021.0
3252.0,2019.0
1740.0,2010.0
863.0,2008.0
2753.0,2008.0
1612.0,2014.0
2010.0,2012.0
2191.0,2021.0
2589.0,2011.0
2696.0,2019.0
2709.0,2012.0
2663.0,2011.0
3001.0,2013.0
349.0,2012.0
1265.0,2018.0
1755.0,2017.0
261.0,2017.0
1419.0,2019.0
2544.0,2017.0
1307.0,2021.0
525.0,2018.0
640.0,2012.0
1883.0,2016.0
822.0,2018.0
1221.0,2015.0
2002.0,2013.0
2651.0,2010.0
764.0,2013.0
472.0,2017.0
257.0,2019.0
1915.0,2021.0
1380.0,2011.0
2204.0,2013.0
3584.0,2007.0
1134.0,2009.0
3547.0,2015.0
927.0,2019.0
1908.0,2016.0
2522.0,2011.0
632.0,2010.0
884.0,2011.0
2004.0,2013.0
3391.0,2018.0
2706.0,2019.0
1263.0,2012.0
2893.0,2007.0
2853.0,2015.0
3435.0,2021.0
3140.0,2020.0
1164.0,2008.0
1244.0,2019.0
420.0,2007.0
1879.0,2009.0
317.0,2010.0
2725.0,2020.0
873.0,2010.0
2018.0,2009.0
1625.0,2013.0
3507.0,2017.0
3059.0,2021.0
736.0,2017.0
127.0,2015.0
884.0,2021.0
2870.0,2009.0
1674.0,2018.0
246.0,2017.0
2460.0,2009.0
2391.0,2010.0
2518.0,2013.0
1404.0,2007.0
1585.0,2017.0
2349.0,2016.0
3562.0,2009.0
2659.0,2009.0
2782.0,2010.0
1043.0,2020.0
3591.0,2012.0
3436.0,2019.0
1245.0,2010.0
844.0,2017.0
2467.0,2020.0
3520.0,2015.0
2910.0,2021.0
3415.0,2009.0
3533.0,2008.0
2770.0,2010.0
1068.0,2020.0
1118.0,2013.0
2694.0,2019.0
3322.0,2009.0
1579.0,2009.0
367.0,2011.0
3161.0,2019.0
3503.0,2012.0
2609.0,2013.0
585.0,2019.0
1947.0,2018.0
3161.0,2019.0
810.0,2017.0
1380.0,2017.0
2224.0,2008.0
1177.0,2013.0
730.0,2016.0
2593.0,2021.0
3530.0,2020.0
363.0,2016.0
882.0,2018.0
3423.0,2010.0
2925.0,2019.0
2319.0,2019.0
1663.0,2013.0
3206.0,2014.0
3094.0,2013.0
2454.0,2013.0
1657.0,2020.0
361.0,2010.0
1587.0,2011.0
3505.0,2011.0
3148.0,2010.0
360.0,2009.0
3138.0,2020.0
332.0,2011.0
3063.0,2007.0
1489.0,2018.0
2153.0,2013.0
1431.0,2010.0
1798.0,2007.0
3514.0,2010.0
378.0,2019.0
1447.0,2008.0
1077.0,2016.0
1481.0,2011.0
1931.0,2017.0
2573.0,2011.0
2091.0,2020.0
639.0,2019.0
2696.0,2013.0
3568.0,2011.0
2652.0,2019.0
33.0,2010.0
2521.0,2017.0
1188.0,2011.0
2952.0,2017.0
615.0,2020.0
2356.0,2014.0
178.0,2012.0
275.0,2014.0
2196.0,2008.0
3368.0,2013.0
1785.0,2018.0
2916.0,2018.0
3511.0,2015.0
2801.0,2007.0
3042.0,2014.0
2613.0,2016.0
799.0,2012.0
1061.0,2014.0
3268.0,2013.0
3446.0,2013.0
224.0,2016.0
1198.0,2009.0
3557.0,2014.0
250.0,2020.0
2583.0,2016.0
1190.0,2014.0
2788.0,2021.0
1800.0,2010.0
3590.0,2021.0
1833.0,2007.0
492.0,2015.0
1960.0,2021.0
3086.0,2008.0
935.0,2013.0
2335.0,2009.0
2973.0,2017.0
2001.0,2008.0
1939.0,2018.0
252.0,2014.0
1426.0,2018.0
2282.0,2013.0
3216.0,2018.0
1989.0,2021.0
3148.0,2017.0
764.0,2019.0
1434.0,2008.0
3084.0,2016.0
1096.0,2009.0
1996.0,2018.0
2661.0,2009.0
3168.0,2010.0
3593.0,2019.0
3518.0,2015.0
2168.0,2016.0
803.0,2018.0
1751.0,2021.0
2416.0,2009.0
1187.0,2009.0
2059.0,2011.0
2697.0,2011.0
2131.0,2010.0
42.0,2008.0
1146.0,2017.0
1344.0,2021.0
2283.0,2020.0
3352.0,2019.0
1104.0,2010.0
442.0,2017.0
187.0,2019.0
1591.0,2011.0
1927.0,2021.0
2352.0,2019.0
370.0,2014.0
2369.0,2016.0
2290.0,2012.0
796.0,2007.0
2785.0,2015.0
2728.0,2010.0
164.0,2019.0
828.0,2016.0
2224.0,2020.0
1677.0,2011.0
388.0,2008.0
3353.0,2017.0
2874.0,2015.0
1752.0,2007.0
3551.0,2011.0
1632.0,2016.0
798.0,2021.0
2243.0,2008.0
3382.0,2017.0
3201.0,2018.0
1624.0,2017.0
830.0,2013.0
400.0,2016.0
2340.0,2009.0
2863.0,2016.0
3243.0,2008.0
1116.0,2014.0
1596.0,2009.0
744.0,2010.0
2985.0,2016.0
3313.0,2013.0
2422.0,2016.0
186.0,2018.0
223.0,2016.0
3512.0,2018.0
327.0,2010.0
3206.0,2009.0
3148.0,2016.0
2085.0,2008.0
1568.0,2017.0
1502.0,2017.0
291.0,2014.0
449.0,2011.0
2684.0,2020.0
2349.0,2014.0
134.0,2018.0
2287.0,2021.0
2414.0,2010.0
3334.0,2019.0
640.0,2010.0
2845.0,2018.0
3185.0,2009.0
738.0,2021.0
1922.0,2012.0
2862.0,2014.0
2035.0,2013.0
1740.0,2016.0
2812.0,2015.0
2392.0,2015.0
1638.0,2018.0
2670.0,2007.0
566.0,2020.0
1422.0,2017.0
214.0,2008.0
2837.0,2020.0
697.0,2009.0
849.0,2009.0
2800.0,2009.0
873.0,2018.0
3262.0,2007.0
3447.0,2014.0
3483.0,2014.0
1962.0,2021.0
2528.0,2016.0
3524.0,2017.0
808.0,2013.0
3117.0,2021.0
585.0,2011.0
1704.0,2020.0
1177.0,2013.0
1713.0,2008.0
2349.0,2010.0
482.0,2008.0
967.0,2010.0
3072.0,2018.0
2929.0,2013.0
3558.0,2020.0
1696.0,2009.0
1110.0,2018.0
1821.0,2012.0
2893.0,2009.0
1316.0,2010.0
1567.0,2015.0
231.0,2015.0
502.0,2017.0
2960.0,2018.0
850.0,2021.0
2153.0,2021.0
778.0,2008.0
911.0,2021.0
1623.0,2017.0
969.0,2008.0
1548.0,2012.0
455.0,2017.0
796.0,2008.0
3406.0,2018.0
424.0,2013.0
908.0,2010.0
3417.0,2011.0
261.0,2007.0
13.0,2011.0
2133.0,2010.0
2971.0,2007.0
1611.0,2016.0
3587.0,2007.0
3527.0,2021.0
3553.0,2021.0
2283.0,2020.0
1396.0,2015.0
3575.0,2018.0
1418.0,2015.0
3115.0,2010.0
1930.0,2012.0
2191.0,2020.0
398.0,2012.0
437.0,2021.0
1474.0,2014.0
185.0,2007.0
2172.0,2016.0
962.0,2013.0
746.0,2012.0
851.0,2013.0
928.0,2020.0
3522.0,2016.0
3271.0,2016.0
941.0,2014.0
2941.0,2021.0
1886.0,2009.0
2372.0,2019.0
1568.0,2016.0
3119.0,2014.0
1903.0,2020.0
1050.0,2012.0
122.0,2021.0
671.0,2017.0
2656.0,2018.0
3573.0,2011.0
280.0,2012.0
1139.0,2019.0
2445.0,2015.0
2383.0,2010.0
1344.0,2018.0
2302.0,2009.0
1009.0,2014.0
938.0,2007.0
1119.0,2016.0
1048.0,2016.0
3528.0,2018.0
2807.0,2017.0
2653.0,2019.0
1377.0,2009.0
1714.0,2012.0
1134.0,2012.0
2948.0,2010.0
1780.0,2012.0
2636.0,2015.0
1603.0,2021.0
2847.0,2008.0
48.0,2010.0
2317.0,2018.0
2303.0,2010.0
584.0,2009.0
3142.0,2011.0
724.0,2017.0
3488.0,2019.0
1281.0,2010.0
699.0,2021.0
2954.0,2007.0
1889.0,2014.0
499.0,2007.0
2239.0,2009.0
2365.0,2017.0
1424.0,2016.0
2879.0,2008.0
1000.0,2010.0
1670.0,2019.0
313.0,2017.0
2836.0,2008.0
3446.0,2021.0
2500.0,2018.0
2075.0,2008.0
904.0,2018.0
117.0,2010.0
1423.0,2018.0
1161.0,2014.0
2692.0,2010.0
1261.0,2017.0
517.0,2015.0
2326.0,2008.0
365.0,2019.0
3050.0,2017.0
828.0,2010.0
1513.0,2007.0
1903.0,2011.0
3316.0,2018.0
2687.0,2010.0
3312.0,2013.0
3037.0,2021.0
1013.0,2018.0
968.0,2021.0
3071.0,2018.0
289.0,2014.0
1057.0,2010.0
231.0,2021.0
289.0,2016.0
1407.0,2010.0
2821.0,2014.0
3394.0,2015.0
3136.0,2014.0
2500.0,2011.0
2961.0,2015.0
383.0,2021.0
1706.0,2018.0
705.0,2013.0
1272.0,2013.0
3592.0,2007.0
2351.0,2020.0
1865.0,2007.0
1048.0,2011.0
1814.0,2017.0
2539.0,2013.0
2907.0,2013.0
2190.0,2013.0
601.0,2008.0
1716.0,2018.0
1367.0,2018.0
829.0,2014.0
2770.0,2013.0
839.0,2020.0
1575.0,2014.0
2116.0,2014.0
1808.0,2009.0
341.0,2020.0
2644.0,2012.0
3468.0,2017.0
3106.0,2009.0
2508.0,2021.0
3560.0,2010.0
1797.0,2010.0
1434.0,2021.0
1693.0,2013.0
3087.0,2016.0
304.0,2008.0
3482.0,2008.0
1153.0,2010.0
341.0,2008.0
973.0,2018.0
1438.0,2010.0
649.0,2008.0
2940.0,2014.0
1990.0,2016.0
2527.0,2009.0
1583.0,2014.0
2226.0,2009.0
